档位,本期政策,需求满足率,订购率,订足面,订足率（中烟）,订足率(济南),户均条数,下期政策,价位,是否省内
25,3,0.83 ,0.12 ,0.59 ,0.00 ,0.76 ,2.3,3,201.4,0
24,3,0.77 ,0.10 ,0.54 ,0.00 ,0.70 ,2.3,3,201.4,0
23,3,0.87 ,0.06 ,0.53 ,0.00 ,0.73 ,2.2,3,201.4,0
22,3,0.92 ,0.03 ,0.48 ,0.00 ,0.66 ,2.2,3,201.4,0
21,3,0.88 ,0.03 ,0.43 ,0.00 ,0.66 ,2,3,201.4,0
20,2,0.95 ,0.02 ,0.56 ,0.00 ,0.72 ,1.6,2,201.4,0
19,2,0.97 ,0.01 ,0.55 ,0.00 ,0.73 ,1.5,2,201.4,0
18,2,0.91 ,0.02 ,0.67 ,0.00 ,0.80 ,1.7,2,201.4,0
17,2,0.50 ,0.01 ,0.60 ,0.00 ,0.86 ,1.4,2,201.4,0
16,2,0.82 ,0.01 ,0.25 ,0.00 ,0.44 ,1.1,2,201.4,0
15,2,0.78 ,0.01 ,0.67 ,0.00 ,0.80 ,1.7,2,201.4,0
14,2,1.00 ,0.00 ,0.50 ,0.00 ,0.67 ,1.5,2,201.4,0
13,2,1.00 ,0.00 ,0.50 ,0.00 ,0.67 ,1.5,2,201.4,0
12,2,-,0.00 ,-,0.00 ,-,-,2,201.4,0
11,2,1.00 ,0.01 ,0.33 ,0.00 ,0.50 ,1.3,2,201.4,0
10,0,1.00 ,0.01 ,1.00 ,0.00 ,1.00 ,1,0,201.4,0
9,0,0.75 ,0.02 ,1.00 ,0.00 ,1.00 ,1,0,201.4,0
8,0,1.00 ,0.01 ,1.00 ,0.00 ,1.00 ,1,0,201.4,0
7,0,-,0.00 ,-,0.00 ,-,-,0,201.4,0
6,0,0.00 ,0.00 ,-,0.00 ,-,-,0,201.4,0
5,0,1.00 ,0.01 ,1.00 ,0.00 ,1.00 ,1,0,201.4,0
4,0,-,0.00 ,-,0.00 ,-,-,0,201.4,0
3,0,-,0.00 ,-,0.00 ,-,-,0,201.4,0
2,0,0.50 ,0.01 ,1.00 ,0.00 ,1.00 ,1,0,201.4,0
1,0,0.78 ,0.01 ,1.00 ,0.00 ,1.00 ,1,0,201.4,0
30,6,1.00 ,0.50 ,0.67 ,0.00 ,0.92 ,4.3,6,164.3,0
29,6,0.89 ,0.63 ,0.49 ,0.00 ,0.65 ,4.5,6,164.3,0
28,6,0.94 ,0.57 ,0.46 ,0.00 ,0.66 ,4.2,6,164.3,0
27,5,0.91 ,0.50 ,0.47 ,0.00 ,0.68 ,3.5,6,164.3,0
26,5,0.85 ,0.42 ,0.34 ,0.00 ,0.56 ,3.1,4,164.3,0
25,5,0.88 ,0.42 ,0.29 ,0.00 ,0.49 ,2.9,4,164.3,0
24,4,0.58 ,0.37 ,0.35 ,0.00 ,0.55 ,2.5,4,164.3,0
23,4,0.90 ,0.30 ,0.29 ,0.00 ,0.50 ,2.3,4,164.3,0
22,4,0.85 ,0.20 ,0.25 ,0.00 ,0.47 ,2.1,3,164.3,0
21,4,0.94 ,0.19 ,0.22 ,0.00 ,0.42 ,2.1,3,164.3,0
20,3,0.73 ,0.13 ,0.30 ,0.00 ,0.49 ,1.9,3,164.3,0
19,3,0.91 ,0.11 ,0.28 ,0.00 ,0.47 ,1.8,3,164.3,0
18,3,0.89 ,0.10 ,0.22 ,0.00 ,0.39 ,1.7,2,164.3,0
17,3,0.87 ,0.08 ,0.24 ,0.00 ,0.42 ,1.7,2,164.3,0
16,3,0.98 ,0.05 ,0.27 ,0.00 ,0.46 ,1.7,2,164.3,0
15,2,0.73 ,0.09 ,0.54 ,0.00 ,0.71 ,1.5,2,164.3,0
14,2,0.92 ,0.06 ,0.43 ,0.00 ,0.61 ,1.4,2,164.3,0
13,2,0.96 ,0.03 ,0.47 ,0.00 ,0.64 ,1.5,2,164.3,0
12,2,0.84 ,0.04 ,0.65 ,0.00 ,0.81 ,1.6,2,164.3,0
11,2,0.83 ,0.05 ,0.58 ,0.00 ,0.73 ,1.6,2,164.3,0
10,1,0.68 ,0.07 ,1.00 ,0.00 ,1.00 ,1,1,164.3,0
9,1,0.64 ,0.05 ,1.00 ,0.00 ,1.00 ,1,1,164.3,0
8,1,0.38 ,0.06 ,1.00 ,0.00 ,1.00 ,1,1,164.3,0
7,1,0.71 ,0.03 ,1.00 ,0.00 ,1.00 ,1,1,164.3,0
6,1,0.60 ,0.04 ,0.86 ,0.00 ,1.00 ,0.9,1,164.3,0
5,1,0.78 ,0.05 ,1.00 ,0.00 ,1.00 ,1,1,164.3,0
4,1,0.83 ,0.03 ,1.00 ,0.00 ,1.00 ,1,1,164.3,0
3,1,0.80 ,0.03 ,1.00 ,0.00 ,1.00 ,1,1,164.3,0
2,1,0.73 ,0.07 ,1.00 ,0.00 ,1.00 ,1,1,164.3,0
1,1,0.59 ,0.04 ,0.95 ,0.00 ,1.00 ,1,1,164.3,0
30,6,1.00 ,1.00 ,1.00 ,0.00 ,1.00 ,6.7,8,143.1,0
29,6,0.69 ,0.98 ,1.00 ,0.00 ,1.00 ,6.4,8,143.1,0
28,6,0.71 ,0.98 ,1.00 ,0.00 ,1.00 ,6.4,8,143.1,0
27,6,0.64 ,0.97 ,1.00 ,0.00 ,1.00 ,6.3,8,143.1,0
26,6,0.61 ,0.98 ,1.00 ,0.00 ,1.00 ,6.2,8,143.1,0
25,5,0.64 ,0.97 ,0.99 ,0.00 ,1.00 ,5.1,7,143.1,0
24,5,0.54 ,0.98 ,1.00 ,0.00 ,1.00 ,5.2,7,143.1,0
23,5,0.56 ,0.96 ,0.99 ,0.00 ,0.99 ,5.1,7,143.1,0
22,5,0.65 ,0.94 ,0.98 ,0.00 ,0.99 ,5,7,143.1,0
21,5,0.49 ,0.93 ,0.96 ,0.00 ,0.98 ,4.9,7,143.1,0
20,4,0.58 ,0.89 ,0.95 ,0.00 ,0.97 ,3.9,6,143.1,0
19,4,0.55 ,0.87 ,0.91 ,0.00 ,0.95 ,3.8,6,143.1,0
18,4,0.68 ,0.82 ,0.90 ,0.00 ,0.94 ,3.8,6,143.1,0
17,4,0.72 ,0.77 ,0.86 ,0.00 ,0.92 ,3.6,6,143.1,0
16,4,0.66 ,0.77 ,0.85 ,0.00 ,0.92 ,3.6,6,143.1,0
15,4,0.69 ,0.71 ,0.82 ,0.00 ,0.90 ,3.6,5,143.1,0
14,4,0.81 ,0.61 ,0.79 ,0.00 ,0.88 ,3.5,5,143.1,0
13,4,0.77 ,0.57 ,0.77 ,0.00 ,0.88 ,3.4,4,143.1,0
12,4,0.83 ,0.54 ,0.74 ,0.00 ,0.87 ,3.3,4,143.1,0
11,4,0.39 ,0.51 ,0.76 ,0.00 ,0.87 ,3.4,4,143.1,0
10,2,0.63 ,0.52 ,0.93 ,0.00 ,0.97 ,2,2,143.1,0
9,2,0.40 ,0.48 ,0.88 ,0.00 ,0.94 ,1.9,2,143.1,0
8,2,0.47 ,0.54 ,0.90 ,0.00 ,0.95 ,1.9,2,143.1,0
7,2,0.57 ,0.54 ,0.94 ,0.00 ,0.97 ,1.9,2,143.1,0
6,2,0.63 ,0.39 ,0.91 ,0.00 ,0.96 ,1.9,2,143.1,0
5,2,0.47 ,0.43 ,0.95 ,0.00 ,0.98 ,1.9,2,143.1,0
4,2,0.63 ,0.44 ,0.91 ,0.00 ,0.96 ,2,2,143.1,0
3,2,0.70 ,0.42 ,0.88 ,0.00 ,0.95 ,1.9,2,143.1,0
2,2,0.61 ,0.45 ,0.92 ,0.00 ,0.96 ,2,2,143.1,0
1,2,0.59 ,0.32 ,0.93 ,0.00 ,0.97 ,1.9,2,143.1,0
30,2,-,0.00 ,-,0.00 ,-,-,2,158,0
29,2,0.66 ,0.19 ,0.87 ,0.00 ,0.96 ,1.8,2,158,0
28,2,0.89 ,0.17 ,0.81 ,0.00 ,0.92 ,1.8,2,158,0
27,2,0.81 ,0.12 ,0.74 ,0.00 ,0.88 ,1.7,2,158,0
26,2,0.94 ,0.11 ,0.70 ,0.00 ,0.86 ,1.6,2,158,0
25,2,0.91 ,0.06 ,0.53 ,0.00 ,0.71 ,1.5,2,158,0
24,2,0.82 ,0.06 ,0.52 ,0.00 ,0.71 ,1.5,2,158,0
23,2,0.93 ,0.04 ,0.54 ,0.00 ,0.73 ,1.5,2,158,0
22,2,1.00 ,0.02 ,0.33 ,0.00 ,0.50 ,1.3,2,158,0
21,2,0.89 ,0.02 ,0.36 ,0.00 ,0.56 ,1.3,2,158,0
20,1,0.55 ,0.02 ,0.95 ,0.00 ,1.00 ,1,0,158,0
19,1,0.47 ,0.01 ,0.96 ,0.00 ,1.00 ,1,0,158,0
18,1,0.92 ,0.01 ,1.00 ,0.00 ,1.00 ,1,0,158,0
17,1,0.56 ,0.00 ,1.00 ,0.00 ,1.00 ,1,0,158,0
16,1,0.80 ,0.00 ,1.00 ,0.00 ,1.00 ,1,0,158,0
15,0,0.00 ,0.00 ,-,0.00 ,-,-,0,158,0
14,0,0.00 ,0.00 ,-,0.00 ,-,-,0,158,0
13,0,-,0.00 ,-,0.00 ,-,-,0,158,0
12,0,-,0.00 ,-,0.00 ,-,-,0,158,0
11,0,0.00 ,0.00 ,-,0.00 ,-,-,0,158,0
10,0,-,0.00 ,-,0.00 ,-,-,0,158,0
9,0,-,0.00 ,-,0.00 ,-,-,0,158,0
8,0,0.00 ,0.00 ,-,0.00 ,-,-,0,158,0
7,0,-,0.00 ,-,0.00 ,-,-,0,158,0
6,0,-,0.00 ,-,0.00 ,-,-,0,158,0
5,0,-,0.00 ,-,0.00 ,-,-,0,158,0
4,0,0.00 ,0.00 ,-,0.00 ,-,-,0,158,0
3,0,-,0.00 ,-,0.00 ,-,-,0,158,0
2,0,0.00 ,0.00 ,-,0.00 ,-,-,0,158,0
1,0,0.00 ,0.00 ,-,0.00 ,-,-,0,158,0
30,7,1.00 ,0.17 ,1.00 ,0.00 ,1.00 ,7,7,143.1,0
29,7,0.81 ,0.44 ,0.44 ,0.00 ,0.65 ,4.8,7,143.1,0
28,6,0.82 ,0.44 ,0.45 ,0.00 ,0.68 ,4,6,143.1,0
27,6,0.90 ,0.38 ,0.33 ,0.00 ,0.57 ,3.5,6,143.1,0
26,5,0.76 ,0.36 ,0.34 ,0.00 ,0.59 ,2.9,5,143.1,0
25,5,0.92 ,0.29 ,0.23 ,0.00 ,0.44 ,2.6,5,143.1,0
24,4,0.93 ,0.26 ,0.29 ,0.00 ,0.52 ,2.2,4,143.1,0
23,4,0.80 ,0.19 ,0.25 ,0.00 ,0.47 ,2.1,4,143.1,0
22,3,0.79 ,0.18 ,0.26 ,0.00 ,0.44 ,1.7,3,143.1,0
21,3,0.88 ,0.12 ,0.24 ,0.00 ,0.41 ,1.7,3,143.1,0
20,2,0.75 ,0.10 ,0.60 ,0.00 ,0.75 ,1.6,2,143.1,0
19,2,0.64 ,0.08 ,0.54 ,0.00 ,0.71 ,1.5,2,143.1,0
18,2,0.66 ,0.08 ,0.60 ,0.00 ,0.75 ,1.6,2,143.1,0
17,1,0.47 ,0.05 ,1.00 ,0.00 ,1.00 ,1,1,143.1,0
16,1,0.63 ,0.04 ,0.98 ,0.00 ,1.00 ,1,1,143.1,0
15,1,0.38 ,0.07 ,1.00 ,0.00 ,1.00 ,1,1,143.1,0
14,0,0.00 ,0.00 ,-,0.00 ,-,-,0,143.1,0
13,0,0.00 ,0.00 ,-,0.00 ,-,-,0,143.1,0
12,0,0.00 ,0.00 ,-,0.00 ,-,-,0,143.1,0
11,0,0.00 ,0.00 ,-,0.00 ,-,-,0,143.1,0
10,0,0.00 ,0.00 ,-,0.00 ,-,-,0,143.1,0
9,0,0.00 ,0.00 ,-,0.00 ,-,-,0,143.1,0
8,0,0.00 ,0.00 ,-,0.00 ,-,-,0,143.1,0
7,0,0.00 ,0.00 ,-,0.00 ,-,-,0,143.1,0
6,0,0.00 ,0.00 ,-,0.00 ,-,-,0,143.1,0
5,0,0.00 ,0.00 ,-,0.00 ,-,-,0,143.1,0
4,0,-,0.00 ,-,0.00 ,-,-,0,143.1,0
3,0,0.00 ,0.00 ,-,0.00 ,-,-,0,143.1,0
2,0,0.00 ,0.00 ,-,0.00 ,-,-,0,143.1,0
1,0,0.00 ,0.00 ,-,0.00 ,-,-,0,143.1,0
30,2,1.00 ,0.50 ,1.00 ,0.00 ,1.00 ,2,3,139.92,0
29,2,0.70 ,0.29 ,0.91 ,0.00 ,0.96 ,1.9,3,139.92,0
28,2,0.66 ,0.22 ,0.86 ,0.00 ,0.93 ,1.8,3,139.92,0
27,2,0.69 ,0.20 ,0.83 ,0.00 ,0.91 ,1.8,3,139.92,0
26,2,0.83 ,0.13 ,0.79 ,0.00 ,0.89 ,1.8,3,139.92,0
25,2,0.73 ,0.12 ,0.72 ,0.00 ,0.86 ,1.7,2,139.92,0
24,2,0.87 ,0.11 ,0.59 ,0.00 ,0.75 ,1.6,2,139.92,0
23,2,0.86 ,0.08 ,0.63 ,0.00 ,0.79 ,1.6,2,139.92,0
22,2,0.74 ,0.04 ,0.69 ,0.00 ,0.86 ,1.6,2,139.92,0
21,2,0.83 ,0.03 ,0.50 ,0.00 ,0.67 ,1.5,2,139.92,0
20,1,0.76 ,0.03 ,0.98 ,0.00 ,1.00 ,1,1,139.92,0
19,1,0.56 ,0.02 ,0.97 ,0.00 ,1.00 ,1,1,139.92,0
18,1,0.61 ,0.01 ,1.00 ,0.00 ,1.00 ,1,1,139.92,0
17,1,0.71 ,0.01 ,1.00 ,0.00 ,1.00 ,1,1,139.92,0
16,1,0.60 ,0.01 ,0.90 ,0.00 ,1.00 ,0.9,1,139.92,0
15,1,0.41 ,0.01 ,1.00 ,0.00 ,1.00 ,1,1,139.92,0
14,1,0.58 ,0.01 ,1.00 ,0.00 ,1.00 ,1,1,139.92,0
13,1,0.67 ,0.00 ,1.00 ,0.00 ,1.00 ,1,1,139.92,0
12,1,1.00 ,0.01 ,1.00 ,0.00 ,1.00 ,1,1,139.92,0
11,1,1.00 ,0.01 ,1.00 ,0.00 ,1.00 ,1,1,139.92,0
10,0,0.00 ,0.00 ,-,0.00 ,-,-,0,139.92,0
9,0,0.00 ,0.00 ,-,0.00 ,-,-,0,139.92,0
8,0,-,0.00 ,-,0.00 ,-,-,0,139.92,0
7,0,0.00 ,0.00 ,-,0.00 ,-,-,0,139.92,0
6,0,0.00 ,0.00 ,-,0.00 ,-,-,0,139.92,0
5,0,-,0.00 ,-,0.00 ,-,-,0,139.92,0
4,0,-,0.00 ,-,0.00 ,-,-,0,139.92,0
3,0,-,0.00 ,-,0.00 ,-,-,0,139.92,0
2,0,0.00 ,0.00 ,-,0.00 ,-,-,0,139.92,0
1,0,0.00 ,0.00 ,-,0.00 ,-,-,0,139.92,0
30,2,1.00 ,0.17 ,1.00 ,0.00 ,1.00 ,2,3,121.9,0
29,2,0.65 ,0.28 ,0.89 ,0.00 ,0.95 ,1.9,3,121.9,0
28,2,0.67 ,0.28 ,0.87 ,0.00 ,0.93 ,1.9,3,121.9,0
27,2,0.57 ,0.22 ,0.84 ,0.00 ,0.92 ,1.8,3,121.9,0
26,2,0.77 ,0.15 ,0.72 ,0.00 ,0.84 ,1.7,3,121.9,0
25,2,0.74 ,0.13 ,0.64 ,0.00 ,0.78 ,1.6,2,121.9,0
24,2,0.76 ,0.12 ,0.64 ,0.00 ,0.80 ,1.6,2,121.9,0
23,2,0.89 ,0.08 ,0.63 ,0.00 ,0.78 ,1.6,2,121.9,0
22,2,0.97 ,0.05 ,0.65 ,0.00 ,0.79 ,1.7,2,121.9,0
21,2,0.17 ,0.04 ,0.50 ,0.00 ,0.67 ,1.5,2,121.9,0
20,1,0.69 ,0.03 ,1.00 ,0.00 ,1.00 ,1,1,121.9,0
19,1,0.48 ,0.02 ,0.94 ,0.00 ,1.00 ,0.9,1,121.9,0
18,1,0.68 ,0.02 ,1.00 ,0.00 ,1.00 ,1,1,121.9,0
17,1,0.73 ,0.01 ,0.89 ,0.00 ,1.00 ,0.9,1,121.9,0
16,1,0.65 ,0.01 ,0.93 ,0.00 ,1.00 ,0.9,1,121.9,0
15,1,0.58 ,0.02 ,0.96 ,0.00 ,1.00 ,1,1,121.9,0
14,1,0.78 ,0.01 ,1.00 ,0.00 ,1.00 ,1,1,121.9,0
13,1,1.00 ,0.01 ,0.83 ,0.00 ,1.00 ,0.8,1,121.9,0
12,1,1.00 ,0.00 ,1.00 ,0.00 ,1.00 ,1,1,121.9,0
11,1,0.67 ,0.01 ,0.67 ,0.00 ,1.00 ,0.7,1,121.9,0
10,0,-,0.00 ,-,0.00 ,-,-,0,121.9,0
9,0,0.00 ,0.00 ,-,0.00 ,-,-,0,121.9,0
8,0,0.00 ,0.00 ,-,0.00 ,-,-,0,121.9,0
7,0,0.00 ,0.00 ,-,0.00 ,-,-,0,121.9,0
6,0,0.00 ,0.00 ,-,0.00 ,-,-,0,121.9,0
5,0,-,0.00 ,-,0.00 ,-,-,0,121.9,0
4,0,-,0.00 ,-,0.00 ,-,-,0,121.9,0
3,0,-,0.00 ,-,0.00 ,-,-,0,121.9,0
2,0,0.00 ,0.00 ,-,0.00 ,-,-,0,121.9,0
1,0,0.00 ,0.00 ,-,0.00 ,-,-,0,121.9,0
30,6,1.00 ,0.50 ,0.33 ,0.00 ,0.67 ,3,6,139.92,0
29,6,0.90 ,0.71 ,0.64 ,0.00 ,0.79 ,4.8,6,139.92,0
28,6,0.91 ,0.60 ,0.55 ,0.00 ,0.72 ,4.5,6,139.92,0
27,5,0.84 ,0.53 ,0.67 ,0.00 ,0.82 ,4.1,6,139.92,0
26,5,0.89 ,0.53 ,0.49 ,0.00 ,0.70 ,3.5,6,139.92,0
25,5,0.84 ,0.41 ,0.39 ,0.00 ,0.61 ,3.2,5,139.92,0
24,4,0.76 ,0.35 ,0.45 ,0.00 ,0.65 ,2.7,4,139.92,0
23,4,0.78 ,0.29 ,0.38 ,0.00 ,0.59 ,2.5,4,139.92,0
22,4,0.93 ,0.16 ,0.33 ,0.00 ,0.54 ,2.4,3,139.92,0
21,4,0.89 ,0.17 ,0.27 ,0.00 ,0.48 ,2.2,3,139.92,0
20,3,0.90 ,0.12 ,0.39 ,0.00 ,0.58 ,2,2,139.92,0
19,3,0.88 ,0.09 ,0.30 ,0.00 ,0.49 ,1.8,2,139.92,0
18,3,0.87 ,0.09 ,0.42 ,0.00 ,0.58 ,2,2,139.92,0
17,3,0.87 ,0.07 ,0.45 ,0.00 ,0.63 ,1.9,2,139.92,0
16,3,0.81 ,0.04 ,0.42 ,0.00 ,0.63 ,1.8,2,139.92,0
15,2,0.84 ,0.05 ,0.69 ,0.00 ,0.80 ,1.6,1,139.92,0
14,2,0.67 ,0.03 ,0.71 ,0.00 ,0.84 ,1.6,1,139.92,0
13,2,0.95 ,0.02 ,0.73 ,0.00 ,0.83 ,1.6,1,139.92,0
12,2,1.00 ,0.01 ,1.00 ,0.00 ,1.00 ,1.7,1,139.92,0
11,2,1.00 ,0.03 ,0.50 ,0.00 ,0.65 ,1.4,1,139.92,0
10,1,0.64 ,0.05 ,1.00 ,0.00 ,1.00 ,1,1,139.92,0
9,1,0.67 ,0.04 ,1.00 ,0.00 ,1.00 ,1,1,139.92,0
8,1,0.67 ,0.04 ,1.00 ,0.00 ,1.00 ,1,1,139.92,0
7,1,0.60 ,0.04 ,1.00 ,0.00 ,1.00 ,1,1,139.92,0
6,1,0.50 ,0.03 ,1.00 ,0.00 ,1.00 ,1,1,139.92,0
5,1,0.75 ,0.02 ,1.00 ,0.00 ,1.00 ,1,1,139.92,0
4,1,1.00 ,0.01 ,1.00 ,0.00 ,1.00 ,1,1,139.92,0
3,1,0.67 ,0.02 ,1.00 ,0.00 ,1.00 ,1,1,139.92,0
2,1,0.71 ,0.04 ,1.00 ,0.00 ,1.00 ,1,1,139.92,0
1,1,0.54 ,0.03 ,0.94 ,0.00 ,1.00 ,0.9,1,139.92,0
30,4,1.00 ,0.33 ,0.50 ,0.00 ,0.80 ,2.5,4,129.32,0
29,4,0.77 ,0.58 ,0.75 ,0.00 ,0.87 ,3.4,4,129.32,0
28,4,0.82 ,0.57 ,0.64 ,0.00 ,0.81 ,3.2,4,129.32,0
27,4,0.83 ,0.50 ,0.63 ,0.00 ,0.79 ,3.2,4,129.32,0
26,4,0.80 ,0.41 ,0.49 ,0.00 ,0.70 ,2.8,4,129.32,0
25,4,0.88 ,0.40 ,0.39 ,0.00 ,0.60 ,2.6,4,129.32,0
24,4,0.74 ,0.32 ,0.36 ,0.00 ,0.58 ,2.4,4,129.32,0
23,3,0.36 ,0.29 ,0.46 ,0.00 ,0.65 ,2.1,3,129.32,0
22,3,0.64 ,0.19 ,0.47 ,0.00 ,0.65 ,2.1,3,129.32,0
21,3,0.60 ,0.17 ,0.35 ,0.00 ,0.55 ,1.9,3,129.32,0
20,2,0.72 ,0.14 ,0.66 ,0.00 ,0.81 ,1.6,2,129.32,0
19,2,0.58 ,0.10 ,0.57 ,0.00 ,0.75 ,1.5,2,129.32,0
18,2,0.71 ,0.11 ,0.57 ,0.00 ,0.74 ,1.5,2,129.32,0
17,2,0.76 ,0.07 ,0.58 ,0.00 ,0.75 ,1.6,2,129.32,0
16,2,0.72 ,0.06 ,0.51 ,0.00 ,0.69 ,1.5,2,129.32,0
15,2,0.52 ,0.07 ,0.70 ,0.00 ,0.83 ,1.7,2,129.32,0
14,2,0.88 ,0.05 ,0.64 ,0.00 ,0.80 ,1.6,2,129.32,0
13,2,0.18 ,0.03 ,0.47 ,0.00 ,0.67 ,1.4,2,129.32,0
12,2,1.00 ,0.01 ,0.40 ,0.00 ,0.57 ,1.4,2,129.32,0
11,2,0.76 ,0.06 ,0.65 ,0.00 ,0.79 ,1.7,2,129.32,0
10,1,0.57 ,0.06 ,1.00 ,0.00 ,1.00 ,1,1,129.32,0
9,1,0.86 ,0.04 ,1.00 ,0.00 ,1.00 ,1,1,129.32,0
8,1,0.09 ,0.04 ,1.00 ,0.00 ,1.00 ,1,1,129.32,0
7,1,0.33 ,0.04 ,1.00 ,0.00 ,1.00 ,1,1,129.32,0
6,1,0.44 ,0.03 ,0.80 ,0.00 ,1.00 ,0.8,1,129.32,0
5,1,0.50 ,0.03 ,1.00 ,0.00 ,1.00 ,1,1,129.32,0
4,1,0.79 ,0.07 ,1.00 ,0.00 ,1.00 ,1,1,129.32,0
3,1,0.73 ,0.07 ,1.00 ,0.00 ,1.00 ,1,1,129.32,0
2,1,0.92 ,0.10 ,1.00 ,0.00 ,1.00 ,1,1,129.32,0
1,1,0.56 ,0.05 ,0.95 ,0.00 ,1.00 ,0.9,1,129.32,0
30,6,-,0.00 ,-,0.00 ,-,-,6,129.3,0
29,5,0.78 ,0.41 ,0.45 ,0.00 ,0.65 ,3.5,5,129.3,0
28,4,0.86 ,0.35 ,0.45 ,0.00 ,0.62 ,2.9,4,129.3,0
27,4,0.90 ,0.33 ,0.49 ,0.00 ,0.67 ,2.9,4,129.3,0
26,3,0.87 ,0.28 ,0.52 ,0.00 ,0.65 ,2.4,3,129.3,0
25,3,0.71 ,0.25 ,0.49 ,0.00 ,0.64 ,2.3,3,129.3,0
24,3,0.78 ,0.23 ,0.34 ,0.00 ,0.54 ,1.9,3,129.3,0
23,3,0.80 ,0.16 ,0.35 ,0.00 ,0.53 ,2,3,129.3,0
22,3,0.81 ,0.10 ,0.32 ,0.00 ,0.51 ,1.9,3,129.3,0
21,3,0.67 ,0.10 ,0.29 ,0.00 ,0.48 ,1.8,3,129.3,0
20,2,0.82 ,0.09 ,0.60 ,0.00 ,0.76 ,1.6,2,129.3,0
19,2,0.81 ,0.06 ,0.50 ,0.00 ,0.68 ,1.5,2,129.3,0
18,2,0.90 ,0.05 ,0.64 ,0.00 ,0.78 ,1.6,2,129.3,0
17,2,0.85 ,0.05 ,0.48 ,0.00 ,0.65 ,1.5,2,129.3,0
16,2,0.82 ,0.03 ,0.39 ,0.00 ,0.56 ,1.4,2,129.3,0
15,1,0.37 ,0.05 ,0.99 ,0.00 ,1.00 ,1,1,129.3,0
14,1,0.51 ,0.02 ,1.00 ,0.00 ,1.00 ,1,1,129.3,0
13,1,0.86 ,0.01 ,1.00 ,0.00 ,1.00 ,1,1,129.3,0
12,1,1.00 ,0.01 ,1.00 ,0.00 ,1.00 ,1,1,129.3,0
11,1,0.69 ,0.02 ,1.00 ,0.00 ,1.00 ,1,1,129.3,0
10,0,-,0.00 ,-,0.00 ,-,-,1,129.3,0
9,0,0.00 ,0.00 ,-,0.00 ,-,-,1,129.3,0
8,0,0.00 ,0.00 ,-,0.00 ,-,-,1,129.3,0
7,0,0.00 ,0.00 ,-,0.00 ,-,-,1,129.3,0
6,0,0.00 ,0.00 ,-,0.00 ,-,-,1,129.3,0
5,0,0.00 ,0.00 ,-,0.00 ,-,-,0,129.3,0
4,0,0.00 ,0.00 ,-,0.00 ,-,-,0,129.3,0
3,0,-,0.00 ,-,0.00 ,-,-,0,129.3,0
2,0,0.00 ,0.00 ,-,0.00 ,-,-,0,129.3,0
1,0,0.00 ,0.00 ,-,0.00 ,-,-,0,129.3,0
30,9,1.00 ,0.83 ,1.00 ,0.00 ,1.00 ,8,9,122.96,0
29,8,0.73 ,0.96 ,0.97 ,0.00 ,0.98 ,7.8,9,122.96,0
28,8,0.65 ,0.96 ,0.97 ,0.00 ,0.98 ,7.7,9,122.96,0
